User_ID,Age,Height_CM,Weight_KG,BMI,Gender,Fitness_Goal,Available_Hours_Per_Week,Fitness_Experience,Age_Category,BMI_Category,Hours_Category,Activity_Score,Fitness_Level_Class
FIT_00023,41.0,169.0,65.6,23.0,Male,Endurance/Cardio,16.11,Advanced,Adult,Normal,High,88.0,Athlete
FIT_00024,46.0,162.9,68.9,26.0,Female,General Fitness,3.9,Some Experience,Middle Aged,Overweight,Moderate,48.8,Beginner
FIT_00025,24.0,164.3,54.7,20.3,Male,General Fitness,10.82,Some Experience,Young Adult,Normal,High,85.2,Athlete
FIT_00026,30.0,152.4,70.2,30.2,Female,Endurance/Cardio,4.49,Beginner,Young Adult,Obese,Moderate,53.1,Beginner
FIT_00027,47.0,172.1,83.8,28.3,Male,Endurance/Cardio,5.45,,Middle Aged,Overweight,Moderate,53.4,Beginner
FIT_00028,62.0,164.6,54.9,20.3,Male,Endurance/Cardio,2.52,Never Exercised,Senior,Normal,Minimal,37.2,Beginner
FIT_00029,25.0,159.8,56.1,22.0,Female,Weight Loss,2.05,Advanced,Young Adult,Normal,Minimal,73.2,Athlete
FIT_00030,35.0,180.1,111.0,34.2,Male,Muscle Building,1.66,Beginner,Adult,Obese,Minimal,38.3,Beginner
FIT_00031,62.0,171.7,103.3,35.0,Female,General Fitness,4.65,Some Experience,Senior,Obese,Moderate,41.3,Beginner
FIT_00032,39.0,169.9,51.4,17.8,Male,Weight Loss,3.81,Beginner,Adult,Underweight,Moderate,44.4,Beginner
FIT_00033,,166.8,79.6,28.6,Female,Muscle Building,4.3,Beginner,,Overweight,Moderate,58.9,Intermediate
FIT_00034,18.0,175.0,75.2,24.6,Male,Muscle Building,14.2,Some Experience,Young Adult,Normal,High,94.8,Athlete
FIT_00035,29.0,155.9,45.0,18.5,Female,Endurance/Cardio,2.44,Beginner,Young Adult,Normal,Minimal,59.4,Intermediate
FIT_00036,23.0,172.9,55.0,18.4,Male,Weight Loss,13.23,Some Experience,Young Adult,Underweight,High,81.4,Athlete
FIT_00037,39.0,169.1,66.9,23.4,Female,Endurance/Cardio,6.66,Never Exercised,Adult,Normal,Moderate,60.1,Intermediate
FIT_00038,32.0,177.8,91.7,29.0,Male,Weight Loss,6.92,Beginner,Adult,Overweight,Moderate,61.5,Intermediate
FIT_00039,30.0,164.1,47.3,17.6,Female,Weight Loss,6.22,Some Experience,Young Adult,Underweight,Moderate,66.1,Advanced
FIT_00040,60.0,163.7,85.9,32.1,Female,Weight Loss,4.18,Some Experience,Middle Aged,Obese,Moderate,45.6,Beginner
FIT_00041,25.0,162.0,62.8,23.9,Male,General Fitness,13.97,Some Experience,Young Adult,Normal,High,88.1,Athlete
FIT_00042,67.0,170.9,80.2,27.5,Female,Weight Loss,4.87,Beginner,Senior,Overweight,Moderate,50.3,Beginner
FIT_00043,38.0,150.8,52.3,23.0,Female,Weight Loss,6.48,Beginner,Adult,Normal,Moderate,73.2,Athlete
FIT_00044,26.0,161.2,55.9,21.5,Female,Muscle Building,3.88,,Young Adult,Normal,Moderate,63.9,Advanced
FIT_00045,37.0,167.5,65.8,23.5,Male,Weight Loss,15.5,Beginner,Adult,Normal,High,77.2,Athlete
FIT_00046,39.0,168.5,50.6,17.8,Other,Endurance/Cardio,7.67,Some Experience,Adult,Underweight,High,72.4,Advanced
FIT_00047,69.0,189.4,78.0,21.7,Male,Weight Loss,1.77,Some Experience,Senior,Normal,Minimal,51.5,Beginner
FIT_00048,20.0,171.7,70.7,24.0,Male,Endurance/Cardio,5.34,Beginner,Young Adult,Normal,Moderate,72.6,Athlete
FIT_00049,21.0,175.5,54.6,17.7,Male,Muscle Building,5.31,Advanced,Young Adult,Underweight,Moderate,76.9,Athlete
FIT_00050,60.0,185.2,83.0,24.2,Male,Weight Loss,2.12,Beginner,Middle Aged,Normal,Minimal,51.9,Beginner
FIT_00051,61.0,179.4,85.5,26.6,Male,Weight Loss,1.2,Some Experience,Senior,Overweight,Minimal,46.6,Beginner
FIT_00052,34.0,178.1,97.9,30.9,Male,Muscle Building,4.88,Some Experience,Adult,Obese,Moderate,58.4,Intermediate
FIT_00053,26.0,162.1,59.2,22.5,Female,Weight Loss,3.55,Some Experience,Young Adult,Normal,Moderate,65.4,Advanced
FIT_00054,18.0,155.9,51.0,21.0,Female,Endurance/Cardio,2.52,Some Experience,Young Adult,Normal,Minimal,60.4,Advanced
FIT_00055,33.0,181.4,92.2,28.0,Male,Muscle Building,4.94,Some Experience,Adult,Overweight,Moderate,67.5,Advanced
FIT_00056,49.0,161.4,56.5,21.7,Female,General Fitness,10.72,Advanced,Middle Aged,Normal,High,93.3,Athlete
FIT_00057,30.0,156.6,61.0,24.9,Female,Weight Loss,4.89,Some Experience,Young Adult,Normal,Moderate,70.4,Athlete
FIT_00058,45.0,163.1,57.6,21.7,Female,Muscle Building,1.8,Never Exercised,Adult,Normal,Minimal,54.9,Intermediate
FIT_00059,49.0,160.5,94.5,36.7,Female,Muscle Building,1.53,Some Experience,Middle Aged,Obese,Minimal,46.3,Beginner
FIT_00060,20.0,178.6,89.3,28.0,Male,Weight Loss,3.8,Some Experience,Young Adult,Overweight,Moderate,53.9,Intermediate
FIT_00061,20.0,171.4,57.0,19.4,Male,Muscle Building,2.41,Advanced,Young Adult,Normal,Minimal,64.6,Advanced
FIT_00062,29.0,192.1,81.8,22.2,Male,Muscle Building,2.21,Beginner,Young Adult,Normal,Minimal,54.3,Intermediate
FIT_00063,19.0,164.7,82.2,30.3,Other,General Fitness,6.08,Advanced,Young Adult,Obese,Moderate,71.7,Advanced
FIT_00064,,169.0,61.3,21.5,Male,Endurance/Cardio,6.16,Some Experience,,Normal,Moderate,78.9,Athlete
FIT_00065,63.0,159.2,82.4,32.5,Female,Weight Loss,1.2,Beginner,Senior,Obese,Minimal,33.0,Beginner
FIT_00066,24.0,172.4,52.7,17.7,Male,Endurance/Cardio,1.2,Never Exercised,Young Adult,Underweight,Minimal,42.7,Beginner
FIT_00067,66.0,172.0,100.4,33.9,Female,Endurance/Cardio,,Some Experience,Senior,Obese,,64.7,Intermediate
FIT_00068,29.0,177.0,78.4,25.0,Male,Muscle Building,2.38,Beginner,Young Adult,Overweight,Minimal,51.5,Beginner
FIT_00069,29.0,167.4,59.2,21.1,Male,Weight Loss,10.37,Advanced,Young Adult,Normal,High,88.0,Athlete
FIT_00070,51.0,160.9,57.0,22.0,Female,Endurance/Cardio,6.05,Beginner,Middle Aged,Normal,Moderate,70.6,Advanced
FIT_00071,63.0,178.7,83.6,26.2,Male,General Fitness,2.44,Some Experience,Senior,Overweight,Minimal,47.2,Beginner
FIT_00072,29.0,162.0,82.5,31.4,Female,Muscle Building,1.04,Beginner,Young Adult,Obese,Minimal,51.9,Beginner
FIT_00073,40.0,185.6,76.5,22.2,Male,Muscle Building,4.25,Advanced,Adult,Normal,Moderate,80.4,Athlete
FIT_00074,52.0,167.9,78.8,28.0,Female,Endurance/Cardio,13.89,Some Experience,Middle Aged,Overweight,High,70.3,Advanced
FIT_00075,30.0,171.7,71.7,24.3,Male,General Fitness,5.85,Some Experience,Young Adult,Normal,Moderate,74.3,Athlete
FIT_00076,33.0,185.1,75.7,22.1,Male,Muscle Building,1.91,Beginner,Adult,Normal,Minimal,52.5,Beginner
FIT_00077,46.0,159.2,76.0,30.0,Female,Endurance/Cardio,5.39,,Middle Aged,Obese,Moderate,52.9,Beginner
FIT_00078,70.0,165.3,73.5,26.9,Female,Weight Loss,16.32,Advanced,Senior,Overweight,High,73.4,Advanced
FIT_00079,69.0,175.3,64.6,21.0,Male,Muscle Building,5.12,Beginner,Senior,Normal,Moderate,56.8,Beginner
FIT_00080,23.0,167.8,63.4,22.5,Female,Weight Loss,1.48,Some Experience,Young Adult,Normal,Minimal,,Beginner
FIT_00081,40.0,156.3,53.1,21.7,Female,Weight Loss,13.78,Some Experience,Adult,Normal,High,,Beginner
FIT_00082,33.0,184.8,71.4,20.9,Male,Weight Loss,1.38,Some Experience,Adult,Normal,Minimal,61.0,Intermediate
FIT_00083,60.0,169.7,86.4,30.0,Male,Weight Loss,5.75,Beginner,Middle Aged,Obese,Moderate,49.8,Beginner
FIT_00084,54.0,167.3,76.3,27.3,Female,Muscle Building,18.39,Some Experience,Middle Aged,Overweight,High,70.8,Advanced
FIT_00085,46.0,172.1,67.2,22.7,Male,General Fitness,3.58,Some Experience,Middle Aged,Normal,Moderate,61.9,Intermediate
FIT_00086,37.0,186.9,84.3,24.1,Male,General Fitness,5.92,Beginner,Adult,Normal,Moderate,62.4,Advanced
FIT_00087,24.0,166.7,59.2,21.3,Male,Endurance/Cardio,6.36,Some Experience,Young Adult,Normal,Moderate,80.5,Athlete
FIT_00088,,166.4,90.8,32.8,Female,Weight Loss,6.3,Beginner,,Obese,Moderate,49.5,Beginner
FIT_00089,61.0,172.4,98.3,33.1,Male,General Fitness,5.74,Some Experience,Senior,Obese,Moderate,52.9,Beginner
FIT_00090,50.0,176.6,107.2,34.4,Male,Weight Loss,5.18,Beginner,Middle Aged,Obese,Moderate,51.8,Beginner
FIT_00091,40.0,169.6,59.1,20.5,Male,Muscle Building,4.15,Never Exercised,Adult,Normal,Moderate,58.3,Intermediate
FIT_00092,45.0,177.2,78.2,24.9,Male,General Fitness,3.87,Beginner,Adult,Normal,Moderate,63.0,Advanced
FIT_00093,66.0,169.6,71.6,24.9,Male,Endurance/Cardio,1.49,Advanced,Senior,Normal,Minimal,57.1,Beginner
FIT_00094,63.0,162.5,66.8,25.3,Male,General Fitness,1.58,Never Exercised,Senior,Overweight,Minimal,35.1,Beginner
FIT_00095,27.0,168.6,70.8,24.9,Male,Endurance/Cardio,13.38,Advanced,Young Adult,Normal,High,100.0,Athlete
FIT_00096,29.0,177.1,71.1,22.7,Male,Muscle Building,2.55,Some Experience,Young Adult,Normal,Minimal,61.2,Advanced
FIT_00097,41.0,165.5,88.9,32.5,Female,General Fitness,2.75,Never Exercised,Adult,Obese,Minimal,46.4,Beginner
FIT_00098,23.0,172.1,77.3,26.1,Male,Weight Loss,5.14,Advanced,Young Adult,Overweight,Moderate,72.7,Athlete
FIT_00099,18.0,165.3,60.6,22.2,Female,Weight Loss,6.6,Advanced,Young Adult,Normal,Moderate,88.1,Athlete
FIT_00100,39.0,157.3,60.6,24.5,Female,General Fitness,2.9,Advanced,Adult,Normal,Minimal,68.5,Advanced
FIT_00101,44.0,154.0,55.7,23.5,Female,Weight Loss,5.55,Some Experience,Adult,Normal,Moderate,69.5,Advanced
FIT_00102,21.0,165.0,72.2,26.5,Female,Weight Loss,15.61,Beginner,Young Adult,Overweight,High,75.9,Athlete
FIT_00103,23.0,170.2,80.0,27.6,Female,Muscle Building,2.46,Never Exercised,Young Adult,Overweight,Minimal,51.7,Beginner
FIT_00104,61.0,175.7,102.6,33.2,Male,Weight Loss,1.37,Beginner,Senior,Obese,Minimal,32.7,Beginner
FIT_00105,26.0,160.0,62.1,24.3,Female,General Fitness,1.28,Beginner,Young Adult,Normal,Minimal,51.8,Intermediate
FIT_00106,62.0,181.6,109.2,33.1,Male,General Fitness,6.12,Advanced,Senior,Obese,Moderate,59.8,Beginner
FIT_00107,59.0,165.9,63.2,23.0,Female,Endurance/Cardio,14.62,Beginner,Middle Aged,Normal,High,72.8,Athlete
FIT_00108,38.0,160.2,94.4,36.8,Female,Muscle Building,15.29,Advanced,Adult,Obese,High,79.8,Athlete
FIT_00109,25.0,172.2,60.6,20.4,Male,General Fitness,8.93,Beginner,Young Adult,Normal,High,73.9,Athlete
FIT_00110,59.0,178.2,72.2,22.7,Male,Endurance/Cardio,7.5,Beginner,Middle Aged,Normal,High,60.6,Intermediate
FIT_00111,43.0,175.3,70.0,22.8,Male,General Fitness,2.63,Beginner,Adult,Normal,Minimal,48.9,Beginner
FIT_00112,36.0,160.7,72.0,27.9,Female,,5.15,Beginner,Adult,Overweight,Moderate,59.7,Intermediate
FIT_00113,27.0,159.2,60.4,23.8,Female,Weight Loss,9.68,Beginner,Young Adult,Normal,High,71.8,Athlete
FIT_00114,27.0,163.9,62.1,23.1,Female,Endurance/Cardio,1.04,Advanced,Young Adult,Normal,Minimal,70.4,Athlete
FIT_00115,37.0,170.2,93.4,32.2,Male,Weight Loss,1.38,Beginner,Adult,Obese,Minimal,46.7,Beginner
FIT_00116,47.0,181.6,,,Male,Endurance/Cardio,3.13,Advanced,Middle Aged,,Moderate,63.0,Intermediate
FIT_00117,49.0,164.5,73.4,27.1,Female,Weight Loss,5.12,Some Experience,Middle Aged,Overweight,Moderate,55.9,Beginner
FIT_00118,39.0,199.0,91.5,23.1,Male,Weight Loss,8.71,Beginner,Adult,Normal,High,81.0,Athlete
FIT_00119,27.0,154.9,52.4,21.8,Female,Endurance/Cardio,2.51,Advanced,Young Adult,Normal,Minimal,71.2,Athlete
FIT_00120,63.0,160.6,94.3,36.6,Male,Endurance/Cardio,4.01,Beginner,Senior,Obese,Moderate,40.9,Beginner
FIT_00121,21.0,171.4,92.1,31.4,Female,Weight Loss,3.04,Never Exercised,Young Adult,Obese,Moderate,45.5,Beginner
FIT_00122,41.0,156.1,51.3,21.1,Male,Muscle Building,18.38,Some Experience,Adult,Normal,High,90.0,Athlete
FIT_00123,24.0,160.9,58.0,22.4,Female,Weight Loss,6.6,Advanced,Young Adult,Normal,Moderate,81.3,Athlete
FIT_00124,40.0,188.1,79.8,22.6,Male,General Fitness,18.2,Advanced,Adult,Normal,High,91.6,Athlete
FIT_00125,26.0,158.4,55.4,22.1,Female,Weight Loss,5.93,Advanced,Young Adult,Normal,Moderate,76.9,Athlete
FIT_00126,49.0,176.4,105.6,33.9,Male,Muscle Building,5.15,Never Exercised,Middle Aged,Obese,Moderate,42.9,Beginner
FIT_00127,56.0,180.8,73.5,22.5,Male,Weight Loss,15.95,Beginner,Middle Aged,Normal,High,74.9,Athlete
FIT_00128,38.0,164.8,,,Male,Endurance/Cardio,2.83,Some Experience,Adult,,Minimal,66.3,Advanced
FIT_00129,51.0,167.1,79.3,28.4,Female,General Fitness,1.02,Beginner,Middle Aged,Overweight,Minimal,43.6,Beginner
FIT_00130,23.0,153.3,66.1,28.1,Female,Weight Loss,2.76,Beginner,Young Adult,Overweight,Minimal,50.6,Beginner
FIT_00131,50.0,166.5,65.5,23.6,Male,Endurance/Cardio,5.89,Beginner,Middle Aged,Normal,Moderate,61.7,Intermediate
FIT_00132,24.0,161.6,68.0,26.0,Female,Endurance/Cardio,3.58,Never Exercised,Young Adult,Overweight,Moderate,48.4,Beginner
FIT_00133,24.0,156.2,49.8,20.4,Female,Weight Loss,11.51,Some Experience,Young Adult,Normal,High,85.2,Athlete
FIT_00134,69.0,171.3,76.9,26.2,Female,Weight Loss,4.82,Advanced,Senior,Overweight,Moderate,54.6,Beginner
FIT_00135,28.0,159.1,75.9,30.0,Male,General Fitness,4.2,Some Experience,Young Adult,Obese,Moderate,56.4,Intermediate
FIT_00136,20.0,178.0,63.6,20.1,Male,Endurance/Cardio,3.88,Some Experience,Young Adult,Normal,Moderate,65.9,Advanced
FIT_00137,21.0,188.8,72.7,20.4,Male,General Fitness,1.52,Beginner,Young Adult,Normal,Minimal,50.4,Beginner
FIT_00138,27.0,174.4,63.8,21.0,Male,Weight Loss,2.66,Beginner,Young Adult,Normal,Minimal,66.8,Advanced
FIT_00139,26.0,160.7,66.2,25.6,Female,Muscle Building,8.7,Some Experience,Young Adult,Overweight,High,76.6,Athlete
FIT_00140,50.0,179.6,66.3,20.6,Male,General Fitness,6.39,Some Experience,Middle Aged,Normal,Moderate,63.8,Intermediate
FIT_00141,46.0,172.3,63.5,21.4,Male,Weight Loss,3.06,Never Exercised,Middle Aged,Normal,Moderate,42.9,Beginner
FIT_00142,35.0,165.6,69.1,25.2,Female,Muscle Building,3.94,Never Exercised,Adult,Overweight,Moderate,45.8,Beginner
FIT_00143,59.0,165.7,61.0,22.2,Male,General Fitness,4.33,Beginner,Middle Aged,Normal,Moderate,51.0,Beginner
FIT_00144,,186.0,69.8,20.2,Male,Weight Loss,15.58,Beginner,,Normal,High,72.1,Athlete
FIT_00145,34.0,155.8,55.6,22.9,Female,Muscle Building,15.1,Some Experience,Adult,Normal,High,87.7,Athlete
FIT_00146,33.0,187.0,69.9,20.0,Male,Endurance/Cardio,14.82,Advanced,Adult,Normal,High,96.6,Athlete
FIT_00147,32.0,169.9,81.6,28.3,Female,Weight Loss,5.63,Beginner,Adult,Overweight,Moderate,55.6,Intermediate
FIT_00148,33.0,170.0,72.6,25.1,Other,Endurance/Cardio,16.39,Advanced,Adult,Overweight,High,84.4,Athlete
FIT_00149,61.0,177.3,111.3,35.4,Male,Muscle Building,3.9,Advanced,Senior,Obese,Moderate,52.4,Beginner
FIT_00150,47.0,168.9,86.5,30.3,Male,General Fitness,19.47,Some Experience,Middle Aged,Obese,High,71.6,Advanced
FIT_00151,30.0,152.3,53.1,22.9,Female,Weight Loss,3.1,Advanced,Young Adult,Normal,Moderate,68.6,Advanced
FIT_00152,25.0,159.8,79.5,31.1,Female,General Fitness,4.7,Some Experience,Young Adult,Obese,Moderate,56.9,Intermediate
FIT_00153,21.0,165.9,80.9,29.4,Male,General Fitness,15.68,Advanced,Young Adult,Overweight,High,79.7,Athlete
FIT_00154,21.0,166.1,82.5,29.9,Other,Weight Loss,9.16,Some Experience,Young Adult,Overweight,High,80.8,Athlete
FIT_00155,35.0,184.4,76.4,22.5,Male,Muscle Building,,Beginner,Adult,Normal,,80.3,Athlete
FIT_00156,45.0,158.5,76.2,30.3,Female,Endurance/Cardio,4.0,,Adult,Obese,Moderate,62.9,Intermediate
FIT_00157,27.0,154.4,56.9,23.9,Female,Muscle Building,3.79,Some Experience,Young Adult,Normal,Moderate,70.8,Athlete
FIT_00158,36.0,172.8,63.8,21.4,Male,General Fitness,3.46,Beginner,Adult,Normal,Moderate,54.2,Intermediate
FIT_00159,25.0,169.5,76.7,26.7,Male,Weight Loss,,Advanced,Young Adult,Overweight,,69.1,Advanced
FIT_00160,53.0,157.9,70.2,28.2,Female,Muscle Building,4.04,Some Experience,Middle Aged,Overweight,Moderate,57.2,Intermediate
FIT_00161,18.0,156.5,45.0,18.4,Female,Weight Loss,5.9,Never Exercised,Young Adult,Underweight,Moderate,59.2,Intermediate
FIT_00162,52.0,167.0,65.2,23.4,Male,Endurance/Cardio,5.41,Some Experience,Middle Aged,Normal,Moderate,61.8,Intermediate
FIT_00163,23.0,176.6,68.5,22.0,Male,Weight Loss,1.14,Never Exercised,Young Adult,Normal,Minimal,51.0,Beginner
FIT_00164,23.0,166.6,69.5,25.0,Female,General Fitness,10.59,Some Experience,Young Adult,Overweight,High,74.4,Athlete
FIT_00165,23.0,150.0,45.0,20.0,Female,Muscle Building,2.84,Advanced,Young Adult,Normal,Minimal,70.5,Athlete
FIT_00166,50.0,156.7,55.2,22.5,Female,Weight Loss,4.91,Some Experience,Middle Aged,Normal,Moderate,63.6,Intermediate
FIT_00167,34.0,157.6,57.7,23.2,Female,Endurance/Cardio,3.0,Some Experience,Adult,Normal,Minimal,62.3,Advanced
FIT_00168,45.0,171.7,63.3,21.5,Male,General Fitness,4.11,Never Exercised,Adult,Normal,Moderate,58.2,Intermediate
FIT_00169,48.0,165.8,96.0,34.9,Female,Muscle Building,5.72,Beginner,Middle Aged,Obese,Moderate,49.4,Beginner
FIT_00170,33.0,166.4,60.7,21.9,Female,Weight Loss,4.34,Never Exercised,Adult,Normal,Moderate,58.8,Intermediate
FIT_00171,29.0,164.4,75.6,28.0,Male,Muscle Building,1.5,Never Exercised,Young Adult,Overweight,Minimal,41.6,Beginner
FIT_00172,39.0,181.4,66.3,20.1,Male,Endurance/Cardio,15.11,Some Experience,Adult,Normal,High,89.3,Athlete
FIT_00173,23.0,172.0,52.2,17.6,Male,Muscle Building,9.8,Some Experience,Young Adult,Underweight,High,77.5,Athlete
FIT_00174,66.0,174.8,81.7,26.7,Male,Weight Loss,17.98,Advanced,Senior,Overweight,High,82.3,Athlete
FIT_00175,39.0,162.0,78.2,29.8,Male,Muscle Building,15.69,Some Experience,Adult,Overweight,High,72.0,Athlete
FIT_00176,30.0,170.9,66.2,22.7,Female,Muscle Building,4.65,Advanced,Young Adult,Normal,Moderate,71.2,Athlete
FIT_00177,32.0,172.5,62.7,21.1,Male,General Fitness,5.88,Never Exercised,Adult,Normal,Moderate,52.1,Beginner
FIT_00178,36.0,181.4,90.2,27.4,Male,Endurance/Cardio,6.37,Beginner,Adult,Overweight,Moderate,57.2,Intermediate
FIT_00179,44.0,170.0,77.9,27.0,Male,General Fitness,5.98,Some Experience,Adult,Overweight,Moderate,57.9,Intermediate
FIT_00180,20.0,153.8,64.1,27.1,Female,Weight Loss,4.72,Advanced,Young Adult,Overweight,Moderate,70.7,Advanced
FIT_00181,22.0,163.5,62.4,23.3,Female,Endurance/Cardio,1.07,Beginner,Young Adult,Normal,Minimal,55.0,Intermediate
FIT_00182,42.0,174.6,67.8,22.2,Male,Muscle Building,1.86,Some Experience,Adult,Normal,Minimal,62.8,Advanced
FIT_00183,23.0,163.4,58.3,21.8,Female,Endurance/Cardio,1.08,Beginner,Young Adult,Normal,Minimal,57.1,Intermediate
FIT_00184,33.0,156.1,52.6,21.6,Female,Endurance/Cardio,2.08,Beginner,Adult,Normal,Minimal,54.5,Intermediate
FIT_00185,27.0,162.5,65.7,24.9,Female,Muscle Building,3.21,Some Experience,Young Adult,Normal,Moderate,67.5,Advanced
FIT_00186,58.0,184.7,70.5,20.7,Male,Weight Loss,4.1,Some Experience,Middle Aged,Normal,Moderate,55.6,Intermediate
FIT_00187,58.0,172.5,78.1,26.2,Male,Muscle Building,16.93,Advanced,Middle Aged,Overweight,High,87.6,Athlete
FIT_00188,43.0,180.4,72.5,22.3,Male,Endurance/Cardio,2.5,Advanced,Adult,Normal,Minimal,66.5,Advanced
FIT_00189,40.0,163.4,74.8,28.0,Female,Weight Loss,2.62,Beginner,Adult,Overweight,Minimal,52.9,Beginner
FIT_00190,27.0,179.6,58.6,18.2,Male,General Fitness,1.31,Beginner,Young Adult,Underweight,Minimal,54.0,Beginner
FIT_00191,46.0,157.0,70.8,28.7,Female,Muscle Building,1.87,Never Exercised,Middle Aged,Overweight,Minimal,38.5,Beginner
FIT_00192,18.0,165.3,62.5,22.9,Female,Endurance/Cardio,4.56,Beginner,Young Adult,Normal,Moderate,69.9,Advanced
FIT_00193,25.0,165.6,59.8,21.8,Female,General Fitness,3.52,Beginner,Young Adult,Normal,Moderate,60.1,Advanced
FIT_00194,42.0,163.7,75.4,28.1,Female,Weight Loss,3.4,Some Experience,Adult,Overweight,Moderate,62.1,Intermediate
FIT_00195,42.0,166.8,84.2,30.3,Male,Weight Loss,1.95,Some Experience,Adult,Obese,Minimal,55.7,Beginner
FIT_00196,46.0,182.9,80.5,24.1,Male,General Fitness,4.71,Beginner,Middle Aged,Normal,Moderate,55.6,Intermediate
FIT_00197,63.0,155.8,62.8,25.9,Female,General Fitness,4.42,Advanced,Senior,Overweight,Moderate,54.5,Beginner
FIT_00198,35.0,180.4,77.6,23.8,Male,Weight Loss,4.12,Beginner,Adult,Normal,Moderate,70.9,Advanced
FIT_00199,24.0,162.6,46.3,17.5,Female,Muscle Building,12.78,Beginner,Young Adult,Underweight,High,72.0,Athlete
FIT_00200,19.0,171.0,58.7,20.1,Male,Weight Loss,6.75,Advanced,Young Adult,Normal,Moderate,83.0,Athlete
FIT_00201,44.0,164.2,48.3,17.9,Female,General Fitness,11.2,Beginner,Adult,Underweight,High,65.8,Advanced
FIT_00202,55.0,157.0,74.0,30.0,Female,General Fitness,2.48,Some Experience,Middle Aged,Obese,Minimal,45.0,Beginner
FIT_00203,26.0,152.8,55.2,23.6,Female,Muscle Building,17.72,Beginner,Young Adult,Normal,High,78.7,Athlete
FIT_00204,22.0,162.7,64.6,24.4,Male,Endurance/Cardio,4.32,Some Experience,Young Adult,Normal,Moderate,76.9,Athlete
FIT_00205,38.0,173.1,83.1,27.7,Male,Endurance/Cardio,3.72,Some Experience,Adult,Overweight,Moderate,63.2,Advanced
FIT_00206,40.0,162.8,72.8,27.5,Female,Weight Loss,4.78,Some Experience,Adult,Overweight,Moderate,57.3,Intermediate
FIT_00207,28.0,163.7,88.5,33.0,Other,General Fitness,1.77,Beginner,Young Adult,Obese,Minimal,,Beginner
FIT_00208,55.0,158.7,54.0,21.4,Female,General Fitness,4.51,Some Experience,Middle Aged,Normal,Moderate,65.1,Advanced
FIT_00209,49.0,169.1,69.3,24.2,Female,Muscle Building,6.35,Never Exercised,Middle Aged,Normal,Moderate,56.0,Intermediate
FIT_00210,33.0,159.0,56.5,22.3,Female,Endurance/Cardio,1.77,Some Experience,Adult,Normal,Minimal,53.6,Intermediate
